oo,op,n,t
1,add,583,2.288818359375e-05
0,sub,583,2.002716064453125e-05
1,sub,583,2.5987625122070312e-05
0,add,584,2.002716064453125e-05
1,add,584,2.3126602172851562e-05
0,sub,584,2.09808349609375e-05
1,sub,584,2.6226043701171875e-05
0,add,585,1.8835067749023438e-05
1,add,585,2.288818359375e-05
0,sub,585,2.09808349609375e-05
1,sub,585,2.47955322265625e-05
0,add,586,1.9073486328125e-05
1,add,586,2.3126602172851562e-05
0,sub,586,2.09808349609375e-05
1,sub,586,3.719329833984375e-05
0,add,587,2.0265579223632812e-05
1,add,587,3.790855407714844e-05
0,sub,587,2.193450927734375e-05
1,sub,587,2.6941299438476562e-05
0,add,588,1.9073486328125e-05
1,add,588,2.3126602172851562e-05
0,sub,588,2.002716064453125e-05
1,sub,588,2.6226043701171875e-05
0,add,589,1.8835067749023438e-05
1,add,589,2.288818359375e-05
0,sub,589,2.0265579223632812e-05
1,sub,589,2.6226043701171875e-05
0,add,590,2.002716064453125e-05
1,add,590,2.47955322265625e-05
0,sub,590,2.002716064453125e-05
1,sub,590,2.6226043701171875e-05
0,add,591,1.9788742065429688e-05
1,add,591,2.3603439331054688e-05
0,sub,591,2.09808349609375e-05
1,sub,591,2.5987625122070312e-05
0,add,592,1.9073486328125e-05
1,add,592,2.3126602172851562e-05
0,sub,592,2.09808349609375e-05
1,sub,592,2.5987625122070312e-05
0,add,593,1.9073486328125e-05
1,add,593,2.3126602172851562e-05
0,sub,593,2.09808349609375e-05
1,sub,593,2.5987625122070312e-05
0,add,594,2.002716064453125e-05
1,add,594,2.4080276489257812e-05
0,sub,594,2.09808349609375e-05
1,sub,594,2.5987625122070312e-05
0,add,595,3.504753112792969e-05
1,add,595,2.7894973754882812e-05
0,sub,595,2.09808349609375e-05
1,sub,595,2.5987625122070312e-05
0,add,596,2.002716064453125e-05
1,add,596,2.384185791015625e-05
0,sub,596,2.09808349609375e-05
1,sub,596,2.6226043701171875e-05
0,add,597,1.9788742065429688e-05
1,add,597,2.4080276489257812e-05
0,sub,597,2.09808349609375e-05
1,sub,597,2.5987625122070312e-05
0,add,598,1.9311904907226562e-05
1,add,598,2.384185791015625e-05
0,sub,598,2.09808349609375e-05
1,sub,598,2.6226043701171875e-05
0,add,599,1.9788742065429688e-05
1,add,599,2.4080276489257812e-05
0,sub,599,2.1219253540039062e-05
1,sub,599,2.6702880859375e-05
0,add,600,1.9073486328125e-05
1,add,600,2.4080276489257812e-05
0,sub,600,2.09808349609375e-05
1,sub,600,2.5987625122070312e-05
0,add,601,2.002716064453125e-05
1,add,601,2.4080276489257812e-05
0,sub,601,2.193450927734375e-05
1,sub,601,2.574920654296875e-05
0,add,602,2.0265579223632812e-05
1,add,602,2.4080276489257812e-05
0,sub,602,2.193450927734375e-05
1,sub,602,2.7179718017578125e-05
0,add,603,2.002716064453125e-05
1,add,603,2.4080276489257812e-05
0,sub,603,2.09808349609375e-05
1,sub,603,2.6702880859375e-05
0,add,604,1.9073486328125e-05
1,add,604,2.384185791015625e-05
0,sub,604,2.09808349609375e-05
1,sub,604,2.5987625122070312e-05
0,add,605,2.002716064453125e-05
1,add,605,2.4080276489257812e-05
0,sub,605,2.09808349609375e-05
1,sub,605,2.6941299438476562e-05
0,add,606,2.002716064453125e-05
1,add,606,2.384185791015625e-05
0,sub,606,2.09808349609375e-05
1,sub,606,2.6226043701171875e-05
0,add,607,2.0265579223632812e-05
1,add,607,2.5272369384765625e-05
0,sub,607,2.193450927734375e-05
1,sub,607,2.6702880859375e-05
0,add,608,3.1948089599609375e-05
1,add,608,2.4080276489257812e-05
0,sub,608,2.2172927856445312e-05
1,sub,608,2.7894973754882812e-05
0,add,609,2.002716064453125e-05
1,add,609,2.5033950805664062e-05
0,sub,609,2.2172927856445312e-05
1,sub,609,2.6941299438476562e-05
0,add,610,2.002716064453125e-05
1,add,610,2.5033950805664062e-05
0,sub,610,2.2172927856445312e-05
1,sub,610,2.6941299438476562e-05
0,add,611,1.9788742065429688e-05
1,add,611,2.5272369384765625e-05
0,sub,611,2.193450927734375e-05
1,sub,611,2.5987625122070312e-05
0,add,612,2.002716064453125e-05
1,add,612,2.5033950805664062e-05
0,sub,612,2.193450927734375e-05
1,sub,612,2.6941299438476562e-05
0,add,613,2.002716064453125e-05
1,add,613,2.5033950805664062e-05
0,sub,613,2.193450927734375e-05
1,sub,613,2.6702880859375e-05
0,add,614,2.09808349609375e-05
1,add,614,2.5033950805664062e-05
0,sub,614,2.193450927734375e-05
1,sub,614,2.6941299438476562e-05
0,add,615,2.09808349609375e-05
1,add,615,2.5033950805664062e-05
0,sub,615,2.288818359375e-05
1,sub,615,2.8133392333984375e-05
0,add,616,2.09808349609375e-05
1,add,616,2.6941299438476562e-05
0,sub,616,2.288818359375e-05
1,sub,616,2.8133392333984375e-05
0,add,617,2.09808349609375e-05
1,add,617,2.5033950805664062e-05
0,sub,617,2.193450927734375e-05
1,sub,617,2.6702880859375e-05
0,add,618,2.002716064453125e-05
1,add,618,2.384185791015625e-05
0,sub,618,2.193450927734375e-05
1,sub,618,2.8133392333984375e-05
0,add,619,2.002716064453125e-05
1,add,619,2.4080276489257812e-05
0,sub,619,2.2172927856445312e-05
1,sub,619,2.6941299438476562e-05
0,add,620,2.09808349609375e-05
1,add,620,2.384185791015625e-05
0,sub,620,2.193450927734375e-05
1,sub,620,2.7179718017578125e-05
0,add,621,2.09808349609375e-05
1,add,621,2.5033950805664062e-05
0,sub,621,2.3126602172851562e-05
1,sub,621,2.7894973754882812e-05
0,add,622,2.0265579223632812e-05
1,add,622,2.5033950805664062e-05
0,sub,622,2.2172927856445312e-05
1,sub,622,2.6941299438476562e-05
0,add,623,2.002716064453125e-05
1,add,623,2.5033950805664062e-05
0,sub,623,2.288818359375e-05
1,sub,623,2.8133392333984375e-05
0,add,624,2.002716064453125e-05
1,add,624,2.5033950805664062e-05
0,sub,624,2.3126602172851562e-05
1,sub,624,2.7894973754882812e-05
0,add,625,2.09808349609375e-05
1,add,625,2.384185791015625e-05
0,sub,625,2.2172927856445312e-05
1,sub,625,2.7179718017578125e-05
0,add,626,2.002716064453125e-05
1,add,626,2.5033950805664062e-05
0,sub,626,2.3126602172851562e-05
1,sub,626,2.6941299438476562e-05
0,add,627,2.09808349609375e-05
1,add,627,2.47955322265625e-05
0,sub,627,2.2172927856445312e-05
1,sub,627,2.6941299438476562e-05
0,add,628,4.410743713378906e-05
1,add,628,2.5272369384765625e-05
0,sub,628,2.2649765014648438e-05
1,sub,628,2.8133392333984375e-05
0,add,629,2.09808349609375e-05
1,add,629,2.47955322265625e-05
0,sub,629,2.288818359375e-05
1,sub,629,2.8133392333984375e-05
0,add,630,2.09808349609375e-05
1,add,630,2.47955322265625e-05
0,sub,630,2.288818359375e-05
1,sub,630,2.8371810913085938e-05
0,add,631,2.09808349609375e-05
1,add,631,2.47955322265625e-05
0,sub,631,2.288818359375e-05
1,sub,631,2.7894973754882812e-05
0,add,632,2.002716064453125e-05
1,add,632,2.5272369384765625e-05
0,sub,632,2.193450927734375e-05
1,sub,632,2.8133392333984375e-05
0,add,633,2.09808349609375e-05
1,add,633,2.6226043701171875e-05
0,sub,633,2.3126602172851562e-05
1,sub,633,2.7894973754882812e-05
0,add,634,2.09808349609375e-05
1,add,634,2.5033950805664062e-05
0,sub,634,2.2649765014648438e-05
1,sub,634,2.8133392333984375e-05
0,add,635,2.09808349609375e-05
1,add,635,2.5033950805664062e-05
0,sub,635,2.3126602172851562e-05
1,sub,635,2.7894973754882812e-05
0,add,636,2.09808349609375e-05
1,add,636,2.5987625122070312e-05
0,sub,636,2.3126602172851562e-05
1,sub,636,2.7894973754882812e-05
0,add,637,2.2172927856445312e-05
1,add,637,2.5033950805664062e-05
0,sub,637,2.3126602172851562e-05
1,sub,637,2.9087066650390625e-05
0,add,638,2.193450927734375e-05
1,add,638,2.5987625122070312e-05
0,sub,638,2.3126602172851562e-05
1,sub,638,2.7894973754882812e-05
0,add,639,2.09808349609375e-05
1,add,639,2.5987625122070312e-05
0,sub,639,2.288818359375e-05
1,sub,639,2.7894973754882812e-05
0,add,640,2.09808349609375e-05
1,add,640,2.5033950805664062e-05
0,sub,640,2.3126602172851562e-05
1,sub,640,2.7894973754882812e-05
0,add,641,2.09808349609375e-05
1,add,641,2.47955322265625e-05
0,sub,641,2.3126602172851562e-05
1,sub,641,2.7894973754882812e-05
0,add,642,2.2172927856445312e-05
1,add,642,2.574920654296875e-05
0,sub,642,2.4080276489257812e-05
1,sub,642,2.8848648071289062e-05
0,add,643,2.1219253540039062e-05
1,add,643,2.5033950805664062e-05
0,sub,643,2.3126602172851562e-05
1,sub,643,2.7894973754882812e-05
0,add,644,2.09808349609375e-05
1,add,644,2.47955322265625e-05
0,sub,644,2.3126602172851562e-05
1,sub,644,2.7894973754882812e-05
0,add,645,2.09808349609375e-05
1,add,645,2.574920654296875e-05
0,sub,645,2.288818359375e-05
1,sub,645,2.8133392333984375e-05
0,add,646,2.09808349609375e-05
1,add,646,2.6226043701171875e-05
0,sub,646,2.3603439331054688e-05
1,sub,646,2.9325485229492188e-05
0,add,647,2.09808349609375e-05
1,add,647,2.6226043701171875e-05
0,sub,647,2.288818359375e-05
1,sub,647,2.7894973754882812e-05
0,add,648,2.2172927856445312e-05
1,add,648,2.5987625122070312e-05
0,sub,648,2.3126602172851562e-05
1,sub,648,2.8133392333984375e-05
0,add,649,2.193450927734375e-05
1,add,649,3.695487976074219e-05
0,sub,649,3.0040740966796875e-05
1,sub,649,2.9087066650390625e-05
0,add,650,2.2172927856445312e-05
1,add,650,2.574920654296875e-05
0,sub,650,2.288818359375e-05
1,sub,650,2.9087066650390625e-05
0,add,651,2.09808349609375e-05
1,add,651,2.574920654296875e-05
0,sub,651,2.3126602172851562e-05
1,sub,651,2.9087066650390625e-05
0,add,652,2.2172927856445312e-05
1,add,652,2.5987625122070312e-05
0,sub,652,2.288818359375e-05
1,sub,652,2.9325485229492188e-05
0,add,653,2.193450927734375e-05
1,add,653,2.6226043701171875e-05
0,sub,653,2.4080276489257812e-05
1,sub,653,2.8848648071289062e-05
0,add,654,2.193450927734375e-05
1,add,654,2.5987625122070312e-05
0,sub,654,2.2649765014648438e-05
1,sub,654,2.9087066650390625e-05
0,add,655,2.09808349609375e-05
1,add,655,2.5987625122070312e-05
0,sub,655,2.3126602172851562e-05
1,sub,655,2.8848648071289062e-05
0,add,656,2.09808349609375e-05
1,add,656,2.5987625122070312e-05
0,sub,656,2.3126602172851562e-05
1,sub,656,2.8848648071289062e-05
0,add,657,2.193450927734375e-05
1,add,657,3.218650817871094e-05
0,sub,657,2.4080276489257812e-05
1,sub,657,2.8848648071289062e-05
0,add,658,2.193450927734375e-05
1,add,658,2.5987625122070312e-05
0,sub,658,2.3126602172851562e-05
1,sub,658,2.7894973754882812e-05
0,add,659,2.2172927856445312e-05
1,add,659,2.6226043701171875e-05
0,sub,659,2.3603439331054688e-05
1,sub,659,2.8848648071289062e-05
0,add,660,2.09808349609375e-05
1,add,660,2.574920654296875e-05
0,sub,660,2.4080276489257812e-05
1,sub,660,2.9802322387695312e-05
0,add,661,2.193450927734375e-05
1,add,661,2.6226043701171875e-05
0,sub,661,2.384185791015625e-05
1,sub,661,2.9087066650390625e-05
0,add,662,2.193450927734375e-05
1,add,662,2.5987625122070312e-05
0,sub,662,2.3603439331054688e-05
1,sub,662,2.9325485229492188e-05
0,add,663,2.2172927856445312e-05
1,add,663,2.7179718017578125e-05
0,sub,663,2.3603439331054688e-05
1,sub,663,2.8848648071289062e-05
0,add,664,2.193450927734375e-05
1,add,664,2.7179718017578125e-05
0,sub,664,2.288818359375e-05
1,sub,664,2.9087066650390625e-05
0,add,665,2.193450927734375e-05
1,add,665,2.7179718017578125e-05
0,sub,665,2.4080276489257812e-05
1,sub,665,2.9087066650390625e-05
0,add,666,2.2172927856445312e-05
1,add,666,2.6941299438476562e-05
0,sub,666,2.384185791015625e-05
1,sub,666,2.8848648071289062e-05
0,add,667,2.2172927856445312e-05
1,add,667,3.2901763916015625e-05
0,sub,667,2.5272369384765625e-05
1,sub,667,2.9802322387695312e-05
0,add,668,2.193450927734375e-05
1,add,668,2.7179718017578125e-05
0,sub,668,2.384185791015625e-05
1,sub,668,2.8848648071289062e-05
0,add,669,2.193450927734375e-05
1,add,669,2.6941299438476562e-05
0,sub,669,2.5272369384765625e-05
1,sub,669,2.9802322387695312e-05
0,add,670,2.3126602172851562e-05
1,add,670,2.5987625122070312e-05
0,sub,670,2.4080276489257812e-05
1,sub,670,2.8848648071289062e-05
0,add,671,2.193450927734375e-05
1,add,671,2.7179718017578125e-05
0,sub,671,2.384185791015625e-05
1,sub,671,3.0040740966796875e-05
0,add,672,2.193450927734375e-05
1,add,672,2.6941299438476562e-05
0,sub,672,2.5033950805664062e-05
1,sub,672,3.0040740966796875e-05
0,add,673,2.2172927856445312e-05
1,add,673,2.7179718017578125e-05
0,sub,673,2.5033950805664062e-05
1,sub,673,3.0040740966796875e-05
0,add,674,2.193450927734375e-05
1,add,674,2.6941299438476562e-05
0,sub,674,2.4080276489257812e-05
1,sub,674,3.0040740966796875e-05
0,add,675,2.193450927734375e-05
1,add,675,2.7179718017578125e-05
0,sub,675,2.4080276489257812e-05
1,sub,675,2.8848648071289062e-05
0,add,676,2.193450927734375e-05
1,add,676,2.6941299438476562e-05
0,sub,676,2.384185791015625e-05
1,sub,676,2.9802322387695312e-05
0,add,677,2.193450927734375e-05
1,add,677,2.6941299438476562e-05
0,sub,677,2.384185791015625e-05
1,sub,677,3.0279159545898438e-05
0,add,678,2.288818359375e-05
1,add,678,2.6941299438476562e-05
0,sub,678,2.4080276489257812e-05
1,sub,678,3.0040740966796875e-05
0,add,679,2.193450927734375e-05
1,add,679,2.6941299438476562e-05
0,sub,679,2.5033950805664062e-05
1,sub,679,3.0040740966796875e-05
0,add,680,2.288818359375e-05
1,add,680,2.8133392333984375e-05
0,sub,680,2.384185791015625e-05
1,sub,680,3.0040740966796875e-05
0,add,681,2.288818359375e-05
1,add,681,2.7894973754882812e-05
0,sub,681,2.5033950805664062e-05
1,sub,681,3.0994415283203125e-05
0,add,682,2.3126602172851562e-05
1,add,682,2.7179718017578125e-05
0,sub,682,2.4080276489257812e-05
1,sub,682,3.0040740966796875e-05
0,add,683,2.2649765014648438e-05
1,add,683,2.8371810913085938e-05
0,sub,683,2.47955322265625e-05
1,sub,683,3.0040740966796875e-05
0,add,684,2.2172927856445312e-05
1,add,684,2.7179718017578125e-05
0,sub,684,2.384185791015625e-05
1,sub,684,3.0040740966796875e-05
0,add,685,2.3126602172851562e-05
1,add,685,2.8133392333984375e-05
0,sub,685,2.47955322265625e-05
1,sub,685,3.0040740966796875e-05
0,add,686,2.288818359375e-05
1,add,686,2.6941299438476562e-05
0,sub,686,2.5272369384765625e-05
1,sub,686,2.9802322387695312e-05
0,add,687,2.3126602172851562e-05
1,add,687,2.6941299438476562e-05
0,sub,687,2.4080276489257812e-05
1,sub,687,2.9087066650390625e-05
0,add,688,2.193450927734375e-05
1,add,688,4.315376281738281e-05
0,sub,688,3.886222839355469e-05
1,sub,688,3.695487976074219e-05
0,add,689,2.3126602172851562e-05
1,add,689,2.7179718017578125e-05
0,sub,689,2.5033950805664062e-05
1,sub,689,3.0994415283203125e-05
0,add,690,2.3126602172851562e-05
1,add,690,2.7894973754882812e-05
0,sub,690,2.4080276489257812e-05
1,sub,690,2.9802322387695312e-05
0,add,691,2.3126602172851562e-05
1,add,691,2.7179718017578125e-05
0,sub,691,2.5033950805664062e-05
1,sub,691,3.0994415283203125e-05
0,add,692,2.3126602172851562e-05
1,add,692,2.8133392333984375e-05
0,sub,692,2.47955322265625e-05
1,sub,692,3.0994415283203125e-05
0,add,693,2.3126602172851562e-05
1,add,693,2.7894973754882812e-05
0,sub,693,2.5033950805664062e-05
1,sub,693,3.0994415283203125e-05
0,add,694,2.3126602172851562e-05
1,add,694,2.7179718017578125e-05
0,sub,694,2.5272369384765625e-05
1,sub,694,3.0994415283203125e-05
0,add,695,2.288818359375e-05
1,add,695,2.7894973754882812e-05
0,sub,695,2.5033950805664062e-05
1,sub,695,3.0994415283203125e-05
0,add,696,2.288818359375e-05
1,add,696,2.7179718017578125e-05
0,sub,696,2.47955322265625e-05
1,sub,696,3.0994415283203125e-05
0,add,697,2.3126602172851562e-05
1,add,697,2.7179718017578125e-05
0,sub,697,2.47955322265625e-05
1,sub,697,3.0279159545898438e-05
0,add,698,2.288818359375e-05
1,add,698,2.7894973754882812e-05
0,sub,698,2.5033950805664062e-05
1,sub,698,3.0279159545898438e-05
0,add,699,2.4080276489257812e-05
1,add,699,2.7894973754882812e-05
0,sub,699,2.5033950805664062e-05
1,sub,699,3.0994415283203125e-05
0,add,700,2.288818359375e-05
1,add,700,2.8133392333984375e-05
0,sub,700,2.5033950805664062e-05
1,sub,700,3.0994415283203125e-05
0,add,701,2.288818359375e-05
1,add,701,2.8133392333984375e-05
0,sub,701,2.5033950805664062e-05
1,sub,701,3.0994415283203125e-05
0,add,702,2.384185791015625e-05
1,add,702,2.8133392333984375e-05
0,sub,702,2.5033950805664062e-05
1,sub,702,3.0994415283203125e-05
0,add,703,2.4080276489257812e-05
1,add,703,2.7894973754882812e-05
0,sub,703,2.5272369384765625e-05
1,sub,703,3.075599670410156e-05
0,add,704,2.4080276489257812e-05
1,add,704,2.8848648071289062e-05
0,sub,704,2.5272369384765625e-05
1,sub,704,3.123283386230469e-05
0,add,705,2.4080276489257812e-05
1,add,705,2.8848648071289062e-05
0,sub,705,2.5987625122070312e-05
1,sub,705,3.1948089599609375e-05
0,add,706,2.3126602172851562e-05
1,add,706,2.8133392333984375e-05
0,sub,706,2.47955322265625e-05
1,sub,706,3.0994415283203125e-05
0,add,707,2.288818359375e-05
1,add,707,2.7894973754882812e-05
0,sub,707,2.5987625122070312e-05
1,sub,707,3.1948089599609375e-05
0,add,708,2.4080276489257812e-05
1,add,708,2.8371810913085938e-05
0,sub,708,2.47955322265625e-05
1,sub,708,4.410743713378906e-05
0,add,709,2.4080276489257812e-05
1,add,709,2.9087066650390625e-05
0,sub,709,2.5987625122070312e-05
1,sub,709,3.075599670410156e-05
0,add,710,2.3126602172851562e-05
1,add,710,2.8133392333984375e-05
0,sub,710,2.6226043701171875e-05
1,sub,710,3.1948089599609375e-05
0,add,711,2.3603439331054688e-05
1,add,711,2.8133392333984375e-05
0,sub,711,2.47955322265625e-05
1,sub,711,3.075599670410156e-05
0,add,712,2.4080276489257812e-05
1,add,712,2.7894973754882812e-05
0,sub,712,2.5987625122070312e-05
1,sub,712,3.1948089599609375e-05
0,add,713,2.4080276489257812e-05
1,add,713,2.7894973754882812e-05
0,sub,713,2.7894973754882812e-05
1,sub,713,3.0994415283203125e-05
0,add,714,2.4080276489257812e-05
1,add,714,2.8848648071289062e-05
0,sub,714,2.5033950805664062e-05
1,sub,714,3.1948089599609375e-05
0,add,715,2.384185791015625e-05
1,add,715,2.8133392333984375e-05
0,sub,715,2.6226043701171875e-05
1,sub,715,3.1948089599609375e-05
0,add,716,2.3126602172851562e-05
1,add,716,2.8848648071289062e-05
0,sub,716,2.6226043701171875e-05
1,sub,716,3.1948089599609375e-05
0,add,717,2.384185791015625e-05
1,add,717,2.8133392333984375e-05
0,sub,717,2.6226043701171875e-05
1,sub,717,3.2901763916015625e-05
0,add,718,2.4080276489257812e-05
1,add,718,3.5762786865234375e-05
0,sub,718,2.6226043701171875e-05
1,sub,718,3.1948089599609375e-05
0,add,719,2.4080276489257812e-05
1,add,719,2.8848648071289062e-05
0,sub,719,2.5272369384765625e-05
1,sub,719,3.0994415283203125e-05
0,add,720,2.4080276489257812e-05
1,add,720,2.8848648071289062e-05
0,sub,720,2.5987625122070312e-05
1,sub,720,3.0994415283203125e-05
0,add,721,2.384185791015625e-05
1,add,721,2.9087066650390625e-05
0,sub,721,2.574920654296875e-05
1,sub,721,3.695487976074219e-05
0,add,722,2.384185791015625e-05
1,add,722,2.9087066650390625e-05
0,sub,722,2.6941299438476562e-05
1,sub,722,3.314018249511719e-05
0,add,723,2.4080276489257812e-05
1,add,723,2.8848648071289062e-05
0,sub,723,2.5987625122070312e-05
1,sub,723,3.1948089599609375e-05
0,add,724,2.384185791015625e-05
1,add,724,2.9087066650390625e-05
0,sub,724,2.6226043701171875e-05
1,sub,724,3.1948089599609375e-05
0,add,725,3.0994415283203125e-05
1,add,725,2.9325485229492188e-05
0,sub,725,2.574920654296875e-05
1,sub,725,3.504753112792969e-05
0,add,726,2.4080276489257812e-05
1,add,726,2.8848648071289062e-05
0,sub,726,2.5987625122070312e-05
1,sub,726,3.1948089599609375e-05
0,add,727,2.384185791015625e-05
1,add,727,2.8848648071289062e-05
0,sub,727,2.6226043701171875e-05
1,sub,727,3.218650817871094e-05
0,add,728,2.4080276489257812e-05
1,add,728,2.9087066650390625e-05
0,sub,728,2.6941299438476562e-05
1,sub,728,3.2901763916015625e-05
0,add,729,2.5033950805664062e-05
1,add,729,3.0040740966796875e-05
0,sub,729,2.6941299438476562e-05
1,sub,729,3.2901763916015625e-05
0,add,730,2.4080276489257812e-05
1,add,730,2.8848648071289062e-05
0,sub,730,2.5987625122070312e-05
1,sub,730,3.075599670410156e-05
0,add,731,2.4080276489257812e-05
1,add,731,2.8848648071289062e-05
0,sub,731,2.6226043701171875e-05
1,sub,731,3.2901763916015625e-05
0,add,732,2.384185791015625e-05
1,add,732,2.9087066650390625e-05
0,sub,732,2.6226043701171875e-05
1,sub,732,3.314018249511719e-05
0,add,733,2.4080276489257812e-05
1,add,733,2.8848648071289062e-05
0,sub,733,2.5987625122070312e-05
1,sub,733,3.1948089599609375e-05
0,add,734,2.4080276489257812e-05
1,add,734,2.8848648071289062e-05
0,sub,734,2.5987625122070312e-05
1,sub,734,3.218650817871094e-05
0,add,735,2.3603439331054688e-05
1,add,735,2.9087066650390625e-05
0,sub,735,2.7179718017578125e-05
1,sub,735,3.314018249511719e-05
0,add,736,2.384185791015625e-05
1,add,736,2.9325485229492188e-05
0,sub,736,2.5987625122070312e-05
1,sub,736,3.1948089599609375e-05
0,add,737,2.4080276489257812e-05
1,add,737,2.8848648071289062e-05
0,sub,737,2.5987625122070312e-05
1,sub,737,3.1948089599609375e-05
0,add,738,2.5033950805664062e-05
1,add,738,2.9087066650390625e-05
0,sub,738,2.7179718017578125e-05
1,sub,738,3.2901763916015625e-05
0,add,739,2.5033950805664062e-05
1,add,739,3.0040740966796875e-05
0,sub,739,2.6226043701171875e-05
1,sub,739,3.2901763916015625e-05
0,add,740,2.4080276489257812e-05
1,add,740,2.9087066650390625e-05
0,sub,740,2.6941299438476562e-05
1,sub,740,3.314018249511719e-05
0,add,741,2.384185791015625e-05
1,add,741,3.0040740966796875e-05
0,sub,741,2.7179718017578125e-05
1,sub,741,3.3855438232421875e-05
0,add,742,2.5033950805664062e-05
1,add,742,2.9087066650390625e-05
0,sub,742,2.7179718017578125e-05
1,sub,742,3.266334533691406e-05
0,add,743,2.5033950805664062e-05
1,add,743,2.9087066650390625e-05
0,sub,743,2.6941299438476562e-05
1,sub,743,5.91278076171875e-05
0,add,744,2.5033950805664062e-05
1,add,744,3.0040740966796875e-05
0,sub,744,2.574920654296875e-05
1,sub,744,3.1948089599609375e-05
0,add,745,2.8133392333984375e-05
1,add,745,2.9802322387695312e-05
0,sub,745,2.6941299438476562e-05
1,sub,745,3.314018249511719e-05
0,add,746,2.47955322265625e-05
1,add,746,3.0040740966796875e-05
0,sub,746,2.7179718017578125e-05
1,sub,746,3.3855438232421875e-05
0,add,747,2.5033950805664062e-05
1,add,747,3.0040740966796875e-05
0,sub,747,2.574920654296875e-05
1,sub,747,3.314018249511719e-05
0,add,748,2.47955322265625e-05
1,add,748,3.0279159545898438e-05
0,sub,748,2.6941299438476562e-05
1,sub,748,3.62396240234375e-05
0,add,749,2.5033950805664062e-05
1,add,749,3.0040740966796875e-05
0,sub,749,2.6941299438476562e-05
1,sub,749,3.314018249511719e-05
0,add,750,2.5272369384765625e-05
1,add,750,3.0279159545898438e-05
0,sub,750,2.7894973754882812e-05
1,sub,750,3.3855438232421875e-05
0,add,751,2.47955322265625e-05
1,add,751,2.9802322387695312e-05
0,sub,751,2.5987625122070312e-05
1,sub,751,3.314018249511719e-05
0,add,752,2.47955322265625e-05
1,add,752,2.9802322387695312e-05
0,sub,752,2.7179718017578125e-05
1,sub,752,3.314018249511719e-05
0,add,753,2.5033950805664062e-05
1,add,753,2.9802322387695312e-05
0,sub,753,2.6702880859375e-05
1,sub,753,3.409385681152344e-05
0,add,754,2.5272369384765625e-05
1,add,754,3.0040740966796875e-05
0,sub,754,2.6941299438476562e-05
1,sub,754,3.2901763916015625e-05
0,add,755,2.6226043701171875e-05
1,add,755,3.0040740966796875e-05
0,sub,755,2.7179718017578125e-05
1,sub,755,3.2901763916015625e-05
0,add,756,2.5272369384765625e-05
1,add,756,3.0040740966796875e-05
0,sub,756,2.6941299438476562e-05
1,sub,756,3.3855438232421875e-05
0,add,757,2.47955322265625e-05
1,add,757,3.0040740966796875e-05
0,sub,757,2.7179718017578125e-05
1,sub,757,3.314018249511719e-05
0,add,758,2.5033950805664062e-05
1,add,758,2.9802322387695312e-05
0,sub,758,2.5987625122070312e-05
1,sub,758,3.2901763916015625e-05
0,add,759,2.5033950805664062e-05
1,add,759,2.9802322387695312e-05
0,sub,759,2.5987625122070312e-05
1,sub,759,3.314018249511719e-05
0,add,760,2.5033950805664062e-05
1,add,760,3.0040740966796875e-05
0,sub,760,2.6941299438476562e-05
1,sub,760,3.409385681152344e-05
0,add,761,2.5987625122070312e-05
1,add,761,3.0994415283203125e-05
0,sub,761,2.7894973754882812e-05
1,sub,761,3.719329833984375e-05
0,add,762,2.5033950805664062e-05
1,add,762,4.696846008300781e-05
0,sub,762,2.7179718017578125e-05
1,sub,762,3.314018249511719e-05
0,add,763,2.5987625122070312e-05
1,add,763,3.0994415283203125e-05
0,sub,763,2.8133392333984375e-05
1,sub,763,3.3855438232421875e-05
0,add,764,2.47955322265625e-05
1,add,764,3.0994415283203125e-05
0,sub,764,2.8133392333984375e-05
1,sub,764,3.3855438232421875e-05
0,add,765,2.5033950805664062e-05
1,add,765,3.0994415283203125e-05
0,sub,765,2.7894973754882812e-05
1,sub,765,3.409385681152344e-05
0,add,766,2.5272369384765625e-05
1,add,766,2.9802322387695312e-05
0,sub,766,2.8133392333984375e-05
1,sub,766,3.3855438232421875e-05
0,add,767,2.574920654296875e-05
1,add,767,3.0040740966796875e-05
0,sub,767,2.8133392333984375e-05
1,sub,767,3.4809112548828125e-05
0,add,768,2.47955322265625e-05
1,add,768,3.123283386230469e-05
0,sub,768,2.6941299438476562e-05
1,sub,768,3.314018249511719e-05
0,add,769,2.6226043701171875e-05
1,add,769,3.2901763916015625e-05
0,sub,769,2.7894973754882812e-05
1,sub,769,3.7670135498046875e-05
0,add,770,2.47955322265625e-05
1,add,770,3.075599670410156e-05
0,sub,770,2.8371810913085938e-05
1,sub,770,3.409385681152344e-05
0,add,771,2.5987625122070312e-05
1,add,771,3.0040740966796875e-05
0,sub,771,2.7179718017578125e-05
1,sub,771,3.409385681152344e-05
0,add,772,2.5987625122070312e-05
1,add,772,3.0040740966796875e-05
0,sub,772,2.7179718017578125e-05
1,sub,772,3.266334533691406e-05
0,add,773,2.574920654296875e-05
1,add,773,3.0994415283203125e-05
0,sub,773,2.6941299438476562e-05
1,sub,773,3.2901763916015625e-05
0,add,774,2.5987625122070312e-05
1,add,774,3.0994415283203125e-05
0,sub,774,2.8133392333984375e-05
1,sub,774,3.3855438232421875e-05
0,add,775,2.574920654296875e-05
1,add,775,3.0994415283203125e-05
0,sub,775,2.8371810913085938e-05
